PheWAS_ID,broad_catagory,category,phenotype,range_ID,sex,field_code,QC_flag_ID,QC_filter_values,first_last_max_min_value,date_code,age_code,case_code,control_code,exclude_case_control_crossover,included_in_analysis,quant_combination,primary_care_code_list,limits,lower_limit,upper_limit,transformation,analysis,age_col,pheno_group,short_desc,group_narrow,concept_name,concept_description,Notes
P331.9,Phenotype,Phecode,"Cerebral degeneration, unspecified",R_67,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Neurological,"Cerebral degeneration, unspecified (Phecode)",Neurological,NA,NA,NA
P332,Phenotype,Phecode,Parkinson's disease,R_67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Neurological,Parkinson's disease (Phecode),Neurological,NA,NA,NA
P333,Phenotype,Phecode,Extrapyramidal disease and abnormal movement disorders,R_67,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Neurological,Extrapyramidal disease/movement disorders (Phecode),Neurological,NA,NA,NA
P333.1,Phenotype,Phecode,Essential tremor,R_67,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Neurological,Essential tremor (Phecode),Neurological,NA,NA,NA
P333.2,Phenotype,Phecode,Myoclonus,R_67,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Neurological,Myoclonus (Phecode),Neurological,NA,NA,NA
P333.3,Phenotype,Phecode,Tics and choreas,R_67,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Neurological,Tics and choreas (Phecode),Neurological,NA,NA,NA
P333.4,Phenotype,Phecode,Torsion dystonia,R_67,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Neurological,Torsion dystonia (Phecode),Neurological,NA,NA,NA
P333.8,Phenotype,Phecode,Other degenerative diseases of the basal ganglia,R_67,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Neurological,Other degenerative diseases of the basal ganglia (Phecode),Neurological,NA,NA,NA
P334,Phenotype,Phecode,Degenerative disease of the spinal cord,R_67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Neurological,Degenerative disease of the spinal cord (Phecode),Neurological,NA,NA,NA
P334.1,Phenotype,Phecode,Spinocerebellar disease,R_67,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Neurological,Spinocerebellar disease (Phecode),Neurological,NA,NA,NA
P334.2,Phenotype,Phecode,Anterior horn cell disease,R_67,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Neurological,Anterior horn cell disease (Phecode),Neurological,NA,NA,NA
P334.21,Phenotype,Phecode,Amyotrophic Lateral Sclerosis,R_67,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Neurological,Amyotrophic Lateral Sclerosis (Phecode),Neurological,NA,NA,NA
P335,Phenotype,Phecode,Multiple sclerosis,R_67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Neurological,Multiple sclerosis (Phecode),Neurological,NA,NA,NA
P337,Phenotype,Phecode,Disorders of the autonomic nervous system,R_67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Neurological,Disorders of the autonomic nervous system (Phecode),Neurological,NA,NA,NA
P337.1,Phenotype,Phecode,Peripheral autonomic neuropathy,R_67,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Neurological,Peripheral autonomic neuropathy (Phecode),Neurological,NA,NA,NA
P338,Phenotype,Phecode,Pain,R_68,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Neurological,Pain (Phecode),Neurological,NA,NA,NA
P338.1,Phenotype,Phecode,Acute pain,R_68,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Neurological,Acute pain (Phecode),Neurological,NA,NA,NA
P338.2,Phenotype,Phecode,Chronic pain,R_68,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Neurological,Chronic pain (Phecode),Neurological,NA,NA,NA
P339,Phenotype,Phecode,Other headache syndromes,R_69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Neurological,Other headache syndromes (Phecode),Neurological,NA,NA,NA
P340,Phenotype,Phecode,Migraine,R_69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Neurological,Migraine (Phecode),Neurological,NA,NA,NA
P340.1,Phenotype,Phecode,Migrain with aura,R_69,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Neurological,Migrain with aura (Phecode),Neurological,NA,NA,NA
P341,Phenotype,Phecode,Other demyelinating diseases of central nervous system,R_67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Neurological,Other demyelinating diseases of (CNS) (Phecode),Neurological,NA,NA,NA
P342,Phenotype,Phecode,Hemiplegia,R_67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Neurological,Hemiplegia (Phecode),Neurological,NA,NA,NA
P343,Phenotype,Phecode,Infantile cerebral palsy,R_67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Neurological,Infantile cerebral palsy (Phecode),Neurological,NA,NA,NA
P344,Phenotype,Phecode,Other paralytic syndromes,R_67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Neurological,Other paralytic syndromes (Phecode),Neurological,NA,NA,NA
P345,Phenotype,Phecode,"Epilepsy, recurrent seizures, convulsions",R_67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Safety,"Epilepsy, recurrent seizures, convulsions (Phecode)",Safety,NA,NA,NA
P345.1,Phenotype,Phecode,Epilepsy,R_67,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Safety,Epilepsy (Phecode),Safety,NA,NA,NA
P345.11,Phenotype,Phecode,Generalized convulsive epilepsy,R_67,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Safety,Generalized convulsive epilepsy (Phecode),Safety,NA,NA,NA
P345.12,Phenotype,Phecode,Partial epilepsy,R_67,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Neurological,Partial epilepsy (Phecode),Neurological,NA,NA,NA
P345.3,Phenotype,Phecode,Convulsions,R_67,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Neurological,Convulsions (Phecode),Neurological,NA,NA,NA
P346,Phenotype,Phecode,Abnormal findings on study of brain and/or nervous system,R_67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Neurological,Abnormal findings on study of brain/nervous system (Phecode),Neurological,NA,NA,NA
P346.1,Phenotype,Phecode,Nonspecific abnormal findings on radiological and other examination of skull and head,R_67,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Neurological,Abnormal findings on radiological of skull (Phecode),Neurological,NA,NA,NA
P346.2,Phenotype,Phecode,Nonspecific abnormal results of function study of brain and central nervous system,R_67,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Neurological,Abnormal results of function study of brain (Phecode),Neurological,NA,NA,NA
P346.3,Phenotype,Phecode,Nonspecific abnormal findings in cerebrospinal fluid,R_67,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Neurological,Abnormal findings in cerebrospinal fluid (Phecode),Neurological,NA,NA,NA
P347,Phenotype,Phecode,Cataplexy and narcolepsy,R_67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Neurological,Cataplexy and narcolepsy (Phecode),Neurological,NA,NA,NA
P348,Phenotype,Phecode,Other conditions of brain,R_67,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Neurological,Other conditions of brain (Phecode),Neurological,NA,NA,NA
P348.2,Phenotype,Phecode,Cerebral edema and compression of brain,R_67,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Neurological,Cerebral edema and compression of brain (Phecode),Neurological,NA,NA,NA
P348.4,Phenotype,Phecode,Cerebral cysts,R_67,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Neurological,Cerebral cysts (Phecode),Neurological,NA,NA,NA
P348.7,Phenotype,Phecode,Coma,R_67,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Neurological,Coma (Phecode),Neurological,NA,NA,NA
P348.8,Phenotype,Phecode,"Encephalopathy, not elsewhere classified",R_67,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Neurological,"Encephalopathy, not elsewhere classified (Phecode)",Neurological,NA,NA,NA
P348.9,Phenotype,Phecode,"Other conditions of brain, NOS",R_67,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Neurological,"Other conditions of brain, NOS (Phecode)",Neurological,NA,NA,NA
P349,Phenotype,Phecode,Other and unspecified disorders of the nervous system,R_67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Neurological,Other disorders of the nervous system (Phecode),Neurological,NA,NA,NA
P350,Phenotype,Phecode,Abnormal movement,R_70,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Neurological,Abnormal movement (Phecode),Neurological,NA,NA,NA
P350.1,Phenotype,Phecode,Abnormal involuntary movements,R_70,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Neurological,Abnormal involuntary movements (Phecode),Neurological,NA,NA,NA
P350.2,Phenotype,Phecode,Abnormality of gait,R_70,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Neurological,Abnormality of gait (Phecode),Neurological,NA,NA,NA
P350.3,Phenotype,Phecode,Lack of coordination,R_70,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Neurological,Lack of coordination (Phecode),Neurological,NA,NA,NA
P350.5,Phenotype,Phecode,Abnormal reflex,R_70,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Neurological,Abnormal reflex (Phecode),Neurological,NA,NA,NA
P350.6,Phenotype,Phecode,Disturbances of sensation of smell and taste,R_70,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Neurological,Disturbances of sensation of smell and taste (Phecode),Neurological,NA,NA,NA
P351,Phenotype,Phecode,Other peripheral nerve disorders,R_71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Neurological,Other peripheral nerve disorders (Phecode),Neurological,NA,NA,NA
P352,Phenotype,Phecode,Disorders of other cranial nerves,R_71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Neurological,Disorders of other cranial nerves (Phecode),Neurological,NA,NA,NA
P352.1,Phenotype,Phecode,Trigeminal nerve disorders [CN5],R_71,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Neurological,Trigeminal nerve disorders [CN5] (Phecode),Neurological,NA,NA,NA
P352.2,Phenotype,Phecode,Facial nerve disorders [CN7],R_71,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Neurological,Facial nerve disorders [CN7] (Phecode),Neurological,NA,NA,NA
P353,Phenotype,Phecode,Nerve root and plexus disorders,R_71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Neurological,Nerve root and plexus disorders (Phecode),Neurological,NA,NA,NA
P353.1,Phenotype,Phecode,Nerve plexus lesions,R_71,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Neurological,Nerve plexus lesions (Phecode),Neurological,NA,NA,NA
P353.2,Phenotype,Phecode,Nerve root lesions,R_71,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Neurological,Nerve root lesions (Phecode),Neurological,NA,NA,NA
P355,Phenotype,Phecode,Complex regional/central pain syndrome,R_71,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Neurological,Complex regional/central pain syndrome (Phecode),Neurological,NA,NA,NA
P355.1,Phenotype,Phecode,Chronic pain syndrome,R_71,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Neurological,Chronic pain syndrome (Phecode),Neurological,NA,NA,NA
P356,Phenotype,Phecode,Hereditary and idiopathic peripheral neuropathy,R_72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Neurological,Hereditary and idiopathic peripheral neuropathy (Phecode),Neurological,NA,NA,NA
P357,Phenotype,Phecode,Inflammatory and toxic neuropathy,R_72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Neurological,Inflammatory and toxic neuropathy (Phecode),Neurological,NA,NA,NA
P358,Phenotype,Phecode,Myoneural disorders,R_72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Neurological,Myoneural disorders (Phecode),Neurological,NA,NA,NA
P358.1,Phenotype,Phecode,Myasthenia gravis,R_72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Neurological,Myasthenia gravis (Phecode),Neurological,NA,NA,NA
P359,Phenotype,Phecode,Muscular dystrophies and other myopathies,R_72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Neurological,Muscular dystrophies and other myopathies (Phecode),Neurological,NA,NA,NA
P359.1,Phenotype,Phecode,Muscular dystrophies,R_72,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Neurological,Muscular dystrophies (Phecode),Neurological,NA,NA,NA
P359.2,Phenotype,Phecode,Myopathy,R_72,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Neurological,Myopathy (Phecode),Neurological,NA,NA,NA
P360,Phenotype,Phecode,Disorders of the globe,R_73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Sense organs,Disorders of the globe (Phecode),Sense organs,NA,NA,NA
P360.2,Phenotype,Phecode,Progressive myopia,R_73,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Sense organs,Progressive myopia (Phecode),Sense organs,NA,NA,NA
P360.3,Phenotype,Phecode,Hypotony of eye,R_73,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Sense organs,Hypotony of eye (Phecode),Sense organs,NA,NA,NA
P361,Phenotype,Phecode,Retinal detachments and defects,R_73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Sense organs,Retinal detachments and defects (Phecode),Sense organs,NA,NA,NA
P361.1,Phenotype,Phecode,Retinal detachment with retinal defect,R_73,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Sense organs,Retinal detachment with retinal defect (Phecode),Sense organs,NA,NA,NA
P361.2,Phenotype,Phecode,Retinoschisis and retinal cysts,R_73,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Sense organs,Retinoschisis and retinal cysts (Phecode),Sense organs,NA,NA,NA
P362,Phenotype,Phecode,Other retinal disorders,R_43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Sense organs,Other retinal disorders (Phecode),Sense organs,NA,NA,NA
P362.1,Phenotype,Phecode,Retinopathy of prematurity,R_43,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Sense organs,Retinopathy of prematurity (Phecode),Sense organs,NA,NA,NA
P362.2,Phenotype,Phecode,Degeneration of macula and posterior pole of retina,R_43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Sense organs,Degeneration of macula/posterior pole of retina (Phecode),Sense organs,NA,NA,NA
P362.21,Phenotype,Phecode,"Macular degeneration, dry",R_43,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Sense organs,"Macular degeneration, dry (Phecode)",Sense organs,NA,NA,NA
P362.22,Phenotype,Phecode,"Macular degeneration, wet",R_43,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Sense organs,"Macular degeneration, wet (Phecode)",Sense organs,NA,NA,NA
P362.23,Phenotype,Phecode,Cystoid macular degeneration of retina,R_43,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Sense organs,Cystoid macular degeneration of retina (Phecode),Sense organs,NA,NA,NA
P362.26,Phenotype,Phecode,Macular puckering of retina,R_43,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Sense organs,Macular puckering of retina (Phecode),Sense organs,NA,NA,NA
P362.27,Phenotype,Phecode,Drusen (degenerative) of retina,R_43,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Sense organs,Drusen (degenerative) of retina (Phecode),Sense organs,NA,NA,NA
P362.29,Phenotype,Phecode,Macular degeneration (senile) of retina NOS,R_43,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Sense organs,Macular degeneration (senile) of retina NOS (Phecode),Sense organs,NA,NA,NA
P362.3,Phenotype,Phecode,Other nondiabetic retinopathy,R_43,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Sense organs,Other nondiabetic retinopathy (Phecode),Sense organs,NA,NA,NA
P362.31,Phenotype,Phecode,Separation of retinal layers,R_43,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Sense organs,Separation of retinal layers (Phecode),Sense organs,NA,NA,NA
P362.4,Phenotype,Phecode,Retinal vascular changes and abnomalities,R_43,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Sense organs,Retinal vascular changes and abnomalities (Phecode),Sense organs,NA,NA,NA
P362.5,Phenotype,Phecode,Toxic maculopathy of retina,R_43,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Sense organs,Toxic maculopathy of retina (Phecode),Sense organs,NA,NA,NA
P362.6,Phenotype,Phecode,Peripheral retinal degenerations,R_43,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Sense organs,Peripheral retinal degenerations (Phecode),Sense organs,NA,NA,NA
P362.7,Phenotype,Phecode,Hereditary retinal dystrophies,R_43,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Sense organs,Hereditary retinal dystrophies (Phecode),Sense organs,NA,NA,NA
P362.8,Phenotype,Phecode,Retinal hemorrhage/ischemia,R_43,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Sense organs,Retinal hemorrhage/ischemia (Phecode),Sense organs,NA,NA,NA
P362.9,Phenotype,Phecode,Retinal edema,R_43,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Sense organs,Retinal edema (Phecode),Sense organs,NA,NA,NA
P363,Phenotype,Phecode,"Chorioretinal inflammations, scars, and other disorders of choroid",R_73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Sense organs,Chorioretinal scars/other disorders of choroid (Phecode),Sense organs,NA,NA,NA
P363.3,Phenotype,Phecode,Chorioretinal scars,R_73,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Sense organs,Chorioretinal scars (Phecode),Sense organs,NA,NA,NA
P363.4,Phenotype,Phecode,Choroidal degenerations,R_73,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Sense organs,Choroidal degenerations (Phecode),Sense organs,NA,NA,NA
P364,Phenotype,Phecode,Corneal opacity and other disorders of cornea,R_73,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Sense organs,Corneal opacity and other disorders of cornea (Phecode),Sense organs,NA,NA,NA
P364.1,Phenotype,Phecode,Corneal opacity,R_73,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Sense organs,Corneal opacity (Phecode),Sense organs,NA,NA,NA
P364.2,Phenotype,Phecode,Corneal edema,R_73,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Sense organs,Corneal edema (Phecode),Sense organs,NA,NA,NA
P364.4,Phenotype,Phecode,Corneal degenerations,R_73,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Sense organs,Corneal degenerations (Phecode),Sense organs,NA,NA,NA
P364.41,Phenotype,Phecode,Keratoconus,R_73,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Sense organs,Keratoconus (Phecode),Sense organs,NA,NA,NA
P364.5,Phenotype,Phecode,Corneal dystrophy,R_73,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Sense organs,Corneal dystrophy (Phecode),Sense organs,NA,NA,NA
P364.51,Phenotype,Phecode,Fuchs' dystrophy,R_73,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Sense organs,Fuchs' dystrophy (Phecode),Sense organs,NA,NA,NA
P364.9,Phenotype,Phecode,Cornea replaced by transplant,R_73,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Sense organs,Cornea replaced by transplant (Phecode),Sense organs,NA,NA,NA
P365,Phenotype,Phecode,Glaucoma,R_73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Sense organs,Glaucoma (Phecode),Sense organs,NA,NA,NA
P365.1,Phenotype,Phecode,Open-angle glaucoma,R_73,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Sense organs,Open-angle glaucoma (Phecode),Sense organs,NA,NA,NA
P365.11,Phenotype,Phecode,Primary open angle glaucoma,R_73,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Sense organs,Primary open angle glaucoma (Phecode),Sense organs,NA,NA,NA
P365.2,Phenotype,Phecode,Primary angle-closure glaucoma,R_73,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Safety,Primary angle-closure glaucoma (Phecode),Safety,NA,NA,NA
P365.5,Phenotype,Phecode,Pseudoexfoliation glaucoma,R_73,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Sense organs,Pseudoexfoliation glaucoma (Phecode),Sense organs,NA,NA,NA
P366,Phenotype,Phecode,Cataract,R_74,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Sense organs,Cataract (Phecode),Sense organs,NA,NA,NA
P366.1,Phenotype,Phecode,Nonsenile Cataract,R_74,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Sense organs,Nonsenile Cataract (Phecode),Sense organs,NA,NA,NA
P366.2,Phenotype,Phecode,Senile cataract,R_74,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Sense organs,Senile cataract (Phecode),Sense organs,NA,NA,NA
P366.3,Phenotype,Phecode,Traumatic cataract,R_74,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Sense organs,Traumatic cataract (Phecode),Sense organs,NA,NA,NA
P367,Phenotype,Phecode,Disorders of refraction and accommodation; blindness and low vision,R_75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Sense organs,Bblindness and low vision (Phecode),Sense organs,NA,NA,NA
P367.1,Phenotype,Phecode,Myopia,R_75,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Sense organs,Myopia (Phecode),Sense organs,NA,NA,NA
P367.2,Phenotype,Phecode,Astigmatism,R_75,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Sense organs,Astigmatism (Phecode),Sense organs,NA,NA,NA
P367.4,Phenotype,Phecode,Presbyopia,R_75,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Sense organs,Presbyopia (Phecode),Sense organs,NA,NA,NA
P367.8,Phenotype,Phecode,Hypermetropia,R_75,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Sense organs,Hypermetropia (Phecode),Sense organs,NA,NA,NA
P367.9,Phenotype,Phecode,Blindness and low vision,R_75,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Sense organs,Blindness and low vision (Phecode),Sense organs,NA,NA,NA
